RegionID,RegionName,State,name,Geography,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
1465,Walker County,GA,Georgia,"Walker County, Georgia",Chattanooga,13,295,723,77500,77900,78200,78600,78900,79100,79300,79600,79900,80400,80900,81300,81800,82200,82600,83000,83400,83900,84400,85000,85900,87000,88100,89300,90600,91900,93300,94700,96000,97200,98300,99300,100100,101000,101700,102400,102900,103300,103800,104200,104600,105200,105900,106700,107900,109600,111500,113600,115800,118200,120400,122500,124500,126200,127600,128800,129800,130600,131100,131100,130700,129800,128600,127100,125300,123500,121600,119800,118000,116500,115300,114200,113500,113200,113400,114100,115200,116800,118700,121100,124000,126900,129500,132200,134600,136700,138500,139800,140500,140600,140400,139800,138800,137800,136900,136200,135600,135300,135200,135400,135800,136600,138000,139800,141800,143600,145100,146600,148500,150600,153100,155700,157800,159400,160400,161000,161500,161800,162100,162400,162400,162200,161900,161600,161500,161400,161300,161000,160400,159800,158900,157700,156400,155000,153900,153400,153700,154800,156200,157700,159000,160000,160600,161200,161400,161200,160700,160100,159200,158100,157000,156200,155800,155700,155500,155300,155000,154400,153900,153700,153600,153600,153900,154400,155200,155600,155700,155900,156100,156300,156300,155000,153500,151900,149300,146500,144800,143700,142200,140500,138900,137500,136300,135400,134300,133100,133000,132100,129000,125700,124400,123800,124100,125000,126200,127400,128800,130300,131300,132500,134200,136000,137600,139100,140100,140700,141200,141500,141700,141900,141700,141700,142500,143400,144000,144300,144500,144600,144800,145100,145600,145800,146000,146600,147900,149300,150200,150800,151600,152100,152400,152700,153200,153400,153200,153100,153700,154900,156200,157400,158200,158700,158900,159400,160100,160900,161300,162000,163400,165400,167800,170300,172300,173800,175600,177100,177900,178200,178700,179700,178900,176900,175900,176800,177300,178800,180800,182600,183200,185800,191600,197600,200700
2917,Darlington County,SC,South Carolina,"Darlington County, South Carolina",Florence,45,31,724,60400,60400,60400,60500,60500,60500,60500,60500,60700,60900,61100,61200,61500,61800,62200,62600,63300,64100,65200,66500,68200,70000,71900,73800,75700,77600,79500,81200,82800,84300,85700,86900,88200,89300,90300,91000,91600,92200,92800,93500,94400,95500,96900,98600,100800,103400,106200,109000,111700,114000,115900,117300,118300,119000,119600,120200,120900,121700,122600,123400,124200,125000,125600,126100,126400,126500,126400,126100,125700,125200,124900,124600,124200,123900,123700,123600,123500,123500,123600,123900,124200,124500,124700,124900,125000,124900,124800,124900,125100,125500,126000,126700,127700,128700,129500,129900,130100,130300,130600,131100,131700,132400,133100,133800,134200,134400,134400,134500,134700,134900,135200,135400,135500,135400,135400,135500,135900,136600,137300,138000,138500,138700,138900,139500,140400,141500,142400,142600,141400,139200,137000,136000,136400,138000,139700,141000,141600,141500,140900,140000,139100,138200,137400,136600,135800,134700,133700,133100,133000,133200,133500,134100,135100,136400,137700,139000,140000,140400,140400,140100,139700,139400,139100,139000,139200,139600,140300,139900,138800,138300,138600,138600,138200,137300,136800,136500,136100,135400,134500,133700,133100,132600,132300,132200,131900,131800,131800,131200,130500,130300,130200,129800,129700,129900,130200,130500,130700,130800,131300,132000,132900,133700,134100,134600,135100,135400,135000,134400,134400,134600,134500,134400,134200,134000,134200,135000,135700,135900,135900,136000,136300,136400,136400,137000,137900,138400,138700,139300,140100,140400,140400,140800,141500,142000,142400,143100,143800,144300,145100,146100,146600,147100,147800,148100,148300,148300,148100,147900,148100,148600,148900,149500,150400,151400,152500,153800,154900,155800,155300,153500,152700,153800,154900,155400,155500,155700,155500,154800,153900,154900,158400,162000,163400
1538,Bedford County,VA,Virginia,"Bedford County, Virginia",Lynchburg,51,19,725,140700,142600,144700,146900,149000,151100,152900,154300,155300,156000,156300,156100,155900,155900,156300,157200,158200,159300,160400,161500,162900,164600,166300,167900,169200,170400,171500,172500,173600,174700,175700,176700,177600,178600,179400,179700,179700,179900,180300,181200,182400,183500,184600,185500,186500,187700,189000,190100,191300,192800,194400,196200,197800,199200,200200,200700,201100,201400,201600,201400,200700,199800,198800,197600,196400,195100,193700,192400,191500,191200,191300,191500,191500,191500,191700,192300,193200,194300,195500,197600,200200,201800,202300,202700,203600,205100,207100,209500,212200,214900,217200,218500,218800,218500,218500,219100,220700,223300,226900,231500,236800,242400,248400,254300,260400,266900,274100,281600,288300,292600,293200,290100,285500,281700,279900,280100,281800,284800,289300,294800,300900,307100,313000,318300,323000,326800,329900,332000,332800,332200,330300,327400,324400,322400,322400,324600,327800,331200,334200,336600,338300,339700,340400,340300,339000,337100,335900,335500,335100,334600,333900,333200,332300,331800,331900,332300,332100,331400,330500,329400,327800,325800,323900,321400,319700,318700,317700,317400,318900,319500,318800,317300,316600,315700,315000,314100,313100,312100,311400,309700,308600,309300,309300,307800,306800,306900,307600,307800,307800,308600,308900,307500,305800,305500,306000,306800,307400,308000,307900,308700,309800,309900,308900,309200,309800,309800,309900,310400,310800,310600,310200,311100,313000,314600,316200,317500,317000,315900,316500,317900,318400,317400,316000,315200,315200,315000,315700,318000,320700,322600,323600,324000,323700,322700,322000,322000,322400,323200,324000,324400,324000,322700,321600,321700,322600,324600,327300,328500,327700,326500,325500,325400,325700,325400,324600,324900,326100,327900,329600,331500,332800,335300,339600,343900,347200,350400,353300,354900,355800,356400,357000,355900,354400
1149,Lonoke County,AR,Arkansas,"Lonoke County, Arkansas",Little Rock-North Little Rock-Conway,5,85,726,88500,89100,89700,90200,90800,91300,91900,92600,93400,94400,95300,96100,96800,97300,97700,97900,98100,98300,98700,99300,100300,101800,103300,104700,106100,107300,108400,109300,110300,111300,112500,113900,115600,117600,119600,121300,122700,123600,124200,124400,124400,124200,124000,124000,124200,124800,125400,125900,126100,126000,125600,124800,123700,122500,121400,120400,119800,119500,119500,119600,119700,120000,120500,121200,122000,122800,123600,124000,124400,124700,124800,124700,124900,125200,125800,126600,127500,128400,129400,130900,132600,133500,133800,134100,134800,135900,137300,138900,140200,141300,142100,142700,143400,144300,145600,147100,148700,150300,151900,153400,155000,156900,158900,160900,162700,164600,167000,169900,173000,175700,177800,179100,179600,179800,180000,180500,181500,182900,184200,184900,185100,184900,185400,187400,191100,195900,199900,201700,200200,196200,190700,185200,180700,177600,175800,174800,174300,174000,173900,174400,175700,177600,179800,182200,184400,186100,187200,187000,185500,183600,181800,180300,179500,179200,179200,179300,179400,179100,178500,177500,176500,175900,175700,175900,176300,177200,177800,179000,180700,182100,182300,183400,184600,184700,184100,183400,182700,181800,181300,179700,177300,175400,174500,173300,172100,171800,171900,172300,173100,174800,176500,178100,178700,179000,179700,180500,180700,180900,181200,182000,183000,183400,182800,182400,183000,183800,184300,184700,185400,185600,185700,185500,185300,184900,184700,184200,183500,182900,182800,182700,182900,182900,182800,182900,184100,185600,186400,187000,188300,190000,190900,190900,190500,190900,191900,192700,193200,193200,192900,193000,193500,193600,193700,194000,194500,194900,195300,194600,191800,188600,186900,185900,185100,184800,184900,185000,184800,184800,184300,183900,183900,186400,192700,200600,205300,207000,207700,209300,211000,212500,213700,215500,217300
1466,Walker County,TX,Texas,"Walker County, Texas",Huntsville,48,471,727,138600,138400,138100,137900,137800,137600,137500,137500,137600,137700,137800,138000,138100,138200,138400,138600,138900,139200,139600,140200,140900,141700,142500,143400,144100,144800,145400,145800,146100,146300,146500,146600,146900,147200,147500,148000,148500,149000,149400,149900,150300,150600,151000,151300,151600,151900,152200,152400,152600,152800,153000,153200,153400,153600,153700,153900,154000,154200,154200,154300,154200,153900,153500,153100,152500,152000,151600,151200,151000,150900,151000,151200,151400,151500,151500,151600,151600,151800,152000,152300,152800,153700,154800,155500,155900,155900,155600,155200,154800,154400,154300,154600,155300,156500,158000,159800,161500,162800,163800,164500,165100,165600,166000,165800,164700,162300,159000,155900,153800,153300,154200,156100,158300,160400,162000,163200,164200,165000,165800,166800,167700,168500,169000,169300,169500,169900,170600,171800,173300,174900,176600,178300,179800,181000,181800,182500,183000,183500,184000,184500,185000,185600,186200,186600,186800,186700,186400,186000,185600,185300,185000,184800,184700,184800,184900,185000,184900,184800,184400,184100,183800,183700,183700,183900,184100,184400,184500,184600,184800,184900,185200,185500,185500,185200,184700,184100,183400,182900,182700,182400,181900,181700,181600,181400,181500,181800,182000,182400,183100,183400,183500,183500,183800,184300,184900,185500,186200,187000,187700,188000,188100,188600,189300,189800,190200,191000,191900,192900,193500,194100,194900,196100,197400,198500,199800,201800,203600,204700,205500,206500,207500,208200,209000,210200,211500,212600,214200,216200,218100,219500,220600,221500,222500,223600,225300,227100,228400,229800,231400,233100,234900,236800,238600,240000,241000,242000,243000,244100,245400,247100,249200,251600,253900,255600,256900,258300,259200,260100,260700,261200,262100,262900,262600,261100,260300,260800,262000,264000,267100,270500,272600,273100,273100
3015,Rutherford County,NC,North Carolina,"Rutherford County, North Carolina",Forest City,37,161,728,105100,105300,105800,106300,107000,107700,108400,109100,109900,110600,111500,112400,113400,114400,115500,116600,117700,119000,120400,121900,123600,125400,127300,129200,131100,133000,134700,136300,137500,138400,138800,138900,138600,138200,137700,137100,136400,135500,134600,133700,133000,132700,132800,133300,134200,135400,136800,138400,140100,141800,143300,144600,145500,146100,146600,147000,147400,147900,148600,149200,149900,150400,150900,151300,151800,152100,152400,152500,152600,152800,153000,153200,153400,153800,154300,155100,156000,157100,158200,159500,161000,162000,162500,162800,163000,163000,162900,162700,162600,162600,162800,163300,164100,165200,166400,167700,169100,170600,172300,174300,176400,178700,180800,182800,184400,186000,187700,189700,192100,194800,197400,199800,202000,204000,205700,207300,208800,210100,211300,212400,213500,214800,216100,217700,219500,221500,223800,226100,228700,231200,233500,235500,237400,238900,240200,241300,242300,243000,243600,244000,244200,244200,243700,242900,241800,240300,238500,237000,235800,234600,233500,232600,231800,231200,230500,229800,229100,228400,227200,225900,224700,223500,222300,221300,220400,219400,219300,219400,218600,217900,217900,217600,217000,216400,215600,214200,212300,210300,208600,207100,205900,204800,203800,203200,202700,201700,200400,199200,198000,197000,195700,194200,193200,193100,193100,193100,193600,194200,194800,195200,195800,196600,197500,198100,198600,198900,199000,199100,199100,198900,199300,200100,200900,201600,202300,202800,203000,203100,203500,203600,203100,202900,203200,204100,205300,206600,207400,207800,208200,208400,208500,208100,207400,206000,204700,204300,205200,205000,204200,204300,205500,206400,207900,209400,210800,213900,216800,217600,217200,218500,220900,224200,227000,228700,228700,228400,228400,228100,228500,230000,230600,230700,232000,233800,235100,236800,238700,241200,244300,246800,247900,248500,249100
2212,Columbia County,FL,Florida,"Columbia County, Florida",Lake City,12,23,729,77200,77100,77100,77200,77400,77600,78000,78400,78800,79200,79600,80000,80300,80500,80700,80800,80800,80800,80900,81100,81600,82100,82800,83400,84000,84600,85000,85400,85600,85800,85800,85800,85900,86100,86400,86900,87500,88200,88900,89500,90100,90600,91100,91700,92300,93000,93700,94500,95300,95900,96500,97000,97400,97700,98100,98600,99200,100000,100800,101700,102600,103400,104000,104500,104900,105200,105500,105800,106400,107200,108300,109400,110500,111500,112500,113300,114000,114600,115300,116100,117300,118900,120400,121700,122700,123500,124500,126000,128300,131800,135900,139900,143100,145100,146000,146400,146700,147700,149600,152600,156200,160100,163900,167300,170200,172700,175300,178600,182800,187400,192300,197300,202000,206300,210000,213400,216700,220100,223600,227300,230700,233500,235800,237700,239700,241900,244100,246000,247700,249000,249900,250300,250000,249100,247500,244600,240500,235200,229300,223900,220300,218500,218200,218600,218600,218200,217400,215900,214100,212600,211100,209200,207000,204700,202500,199900,196600,192900,189700,187600,186800,186700,186200,185400,184800,185800,186600,186900,187900,189600,190900,191500,189500,185100,181500,179300,177800,176100,173900,172100,172100,172700,172900,172500,172300,172400,173300,174400,176400,178600,180400,181300,181400,180800,179300,177600,176500,176600,177100,177200,176300,175100,173900,172400,170700,169300,169900,171700,173400,174000,174300,175300,174700,171700,169000,168200,167800,168100,168500,169000,169800,170300,169800,169300,170300,172700,175100,176800,177600,177800,177900,178200,179500,181500,183400,185300,185600,183500,181700,182000,183000,184300,185100,185100,184800,184800,184900,184300,184900,187200,190800,194200,196000,196300,197100,198300,199600,201000,200100,198400,197800,198800,199800,200900,201500,201900,201600,202800,204800,209700,218300,226900,231300
2216,Columbia County,PA,Pennsylvania,"Columbia County, Pennsylvania",Bloomsburg-Berwick,42,37,730,81400,81300,81200,81100,81100,81000,81100,81200,81500,81800,82200,82700,83300,83900,84600,85400,86400,87600,89100,90900,93200,95600,98100,100400,102400,104000,105000,105500,105600,105300,104700,103800,102700,101400,100100,98800,97600,96900,96700,96800,97200,97800,98400,98900,99300,99800,100300,100900,101400,102100,102800,103600,104500,105400,106300,107300,108400,109500,110500,111400,112300,112900,113500,114000,114500,114800,115200,115600,115900,116400,116900,117400,117900,118500,119000,119600,120200,120900,121500,122300,123000,123600,124100,124600,125100,125700,126300,127000,127800,128500,129200,129700,130200,130700,131300,131900,132600,133300,134000,134500,134900,135300,135800,136400,137100,138000,139000,140200,141600,143000,144400,145800,147100,148400,149500,150700,151800,153000,154100,155300,156400,157400,158400,159300,160300,161100,161900,162600,163000,163400,163700,163900,164200,164400,164700,165300,166100,167300,168600,170000,171500,172700,173700,174600,175400,175900,176100,176000,175800,175500,175200,175000,174900,174800,174700,174800,174800,174700,174300,173900,173400,173100,172700,172500,172400,172300,172400,172000,171000,170600,171400,171900,172000,172200,172400,172100,171800,171400,170900,170300,170000,169700,169000,168300,168000,167800,167300,166700,166200,165800,165300,165000,165100,165600,166100,166800,167400,168100,169100,170100,171200,172300,173000,173800,174400,174700,174700,174400,173900,173600,173300,173000,172700,172400,172000,172000,171900,171500,171000,170600,170500,171000,171800,172600,173600,174600,175600,176500,177100,177400,177700,177600,177600,178100,179000,179500,180200,180900,181500,182300,183100,183400,183000,186000,190300,190600,187400,186000,185200,184900,185100,185300,186600,189700,193600,195400,195100,194500,195500,196100,195900,196000,197800,199600,200600,200700,200900,200700,200000,201100,203700,206200,207700
356,Adams County,IL,Illinois,"Adams County, Illinois",Quincy,17,1,731,96300,96300,96400,96500,96600,96800,97000,97300,97700,98100,98300,98500,98700,98800,99000,99200,99400,99800,100200,100700,101400,102100,102800,103700,104800,106000,107500,109000,110400,111700,112900,113900,114800,115600,116300,116900,117500,118100,118900,119700,120600,121700,122800,124000,125300,126600,127800,128800,129700,130300,131000,131600,132100,132600,133000,133400,133800,134000,133900,133500,132900,132000,131200,130300,129600,129200,129100,129300,129900,130700,131500,132400,133100,133500,133800,133800,133700,133600,133500,133500,133700,134400,135100,135400,135200,134600,133700,132900,132400,132100,132000,131900,131900,132000,132200,132500,133200,134600,136300,137900,139200,140100,140400,140100,139100,137800,137200,137500,138500,139700,140800,141800,142700,143600,144400,145000,145500,146000,146300,146300,146300,146300,146400,146900,147600,148500,149500,150700,152100,153500,154600,155300,155500,155100,154500,154100,153900,153800,153500,153200,152900,152600,152500,152900,153900,155200,156700,157500,157700,157500,157500,157700,158000,158600,159000,159500,159700,159500,159000,158900,159200,159800,160200,160500,160600,159900,159900,160400,160200,159800,160400,160800,161100,161400,161800,162300,162900,163000,161900,160400,160400,161900,163100,163800,164100,164100,164200,164100,164300,164600,164700,164700,164700,164200,163700,163900,164600,165100,165700,166200,166600,166800,167400,168400,169300,169600,169600,169300,168500,167800,167700,168000,167900,170400,173900,174700,173100,172400,171900,171800,171800,171900,172000,172100,171900,171200,171000,171600,172600,173700,174900,175600,176200,176800,177600,178400,179000,178600,178100,178400,179400,179900,180100,179900,179700,180000,180400,180300,180200,180200,180400,181200,182500,183500,184100,185000,186300,187300,187100,187300,190100,192600,192600,192200,192300,191600,190100,189100,189300,190300,190900,191200,191000
578,Kauai County,HI,Hawaii,"Kauai County, Hawaii",Kapaa,15,7,732,253300,252800,251900,250600,249000,247500,246400,245600,245600,246300,247100,247600,248300,249000,249300,249100,248300,247200,245900,244600,243800,243700,243800,244300,245700,247800,250500,253300,256300,259200,262300,265700,269500,273500,277000,279900,282600,284900,286800,288500,290200,292400,295500,299300,304000,309300,314400,319200,324000,328600,332800,336500,339800,343100,346800,350900,355600,360600,365500,370100,374600,378900,382500,385000,386600,387900,389700,392400,396400,401900,408800,417000,426300,435800,444900,452800,459400,465200,471100,477700,484800,491700,497700,503600,510400,519500,532600,551300,574300,598100,619000,635600,648100,658300,666900,674400,680300,685000,689900,696900,707400,722500,741300,761500,781500,800200,817300,833900,850200,865000,877600,887300,893300,895900,896700,897600,900100,904900,911900,921100,932900,946600,960800,973500,982700,987300,987400,984000,978700,972600,965000,955800,946900,938600,929800,921900,916600,913800,912700,913200,913300,911300,906400,899300,891300,881500,868200,853700,840400,826500,811200,795900,780100,764300,749800,737200,726300,715300,703700,695600,692400,690900,690100,691000,691500,688400,686600,687900,687200,683300,679800,675300,667600,660600,653700,646500,636400,628800,625600,625500,621300,616800,618100,621700,620400,616700,615300,616700,617800,618600,620000,619700,616400,614500,615900,618800,618500,615800,614300,613500,622500,646100,672600,690000,702600,711000,718200,714400,707700,713000,725700,731400,733800,736700,729100,720600,726300,742400,751400,760700,770500,779300,786900,795600,804700,800300,794100,791300,793900,794300,792400,791200,806100,814200,811600,815400,822700,822200,821100,821100,820600,820100,819900,822400,825600,828300,829800,830300,826900,824600,827100,833200,838700,843600,848400,855500,862300,867200,869100,868100,864800,863700,865200,868200,872700,878700,884700,889600,891800,891900,890800,892000,892700
2785,Marquette County,MI,Michigan,"Marquette County, Michigan",Marquette,26,103,733,75900,76400,76900,77500,78100,78700,79300,79900,80600,81400,82200,82900,83600,84200,84800,85400,85800,86100,86300,86300,86300,86300,86400,86400,86400,86500,86600,86700,86900,87200,87800,88500,89400,90500,91500,92500,93400,94100,94800,95300,95900,96300,96900,97400,98000,98700,99400,100200,101000,102000,103000,103900,104900,105800,106700,107600,108600,109400,110100,110800,111400,111900,112300,112700,113000,113300,113500,113800,114100,114600,115200,115800,116500,117200,117900,118500,119000,119500,120000,120600,121100,121700,122200,122700,123200,123900,124600,125300,125900,126300,126900,127800,128900,130000,131100,132200,133000,133800,134600,135500,136500,137400,138200,138900,139700,140700,141800,143000,144300,145700,147100,148600,150400,152400,154500,156300,157800,159100,160400,161800,163300,165100,166900,168900,170900,173000,175200,177400,179700,181800,183500,184900,185800,185900,185400,184400,183000,181400,179700,177800,175900,173700,171300,169000,166600,164300,162300,161400,161400,161800,162300,163000,164000,165200,166300,167600,168800,169500,169800,170000,169900,169800,169700,169800,169700,169600,170300,170400,170200,171200,172900,174000,174700,175200,175700,175800,175500,174900,174200,173500,173500,173900,174100,173600,173000,172400,171800,170300,168600,167300,165900,164900,164300,164000,163700,164000,164700,165400,166100,167200,168600,170000,171500,173200,174300,175100,175800,176900,177600,178000,178500,179300,180100,181000,182100,183200,184200,184900,185700,186300,186500,186900,187300,187800,188400,189300,190500,191800,192900,194100,195500,196500,197200,197600,198300,199500,200800,202300,203900,205500,206900,208000,208900,209500,209700,209900,210500,211600,213000,214500,216300,218400,220500,222000,222900,223900,225100,226400,227700,229600,231700,232900,232700,232000,232300,232900,233200,234300,237200,240600,242800,244300,245300
756,Troup County,GA,Georgia,"Troup County, Georgia",LaGrange,13,285,734,108600,108500,108400,108200,108000,107800,107600,107600,107700,107900,108300,108800,109600,110600,111600,112600,113500,114100,114600,114900,115100,115200,115200,115400,115800,116500,117300,118200,119100,119800,120400,120700,120600,120200,119400,118400,117300,116400,115900,115900,116200,116900,118000,119400,121100,122900,124600,126300,127900,129400,130800,132200,133600,135100,136700,138300,140000,141600,143000,144300,145500,146400,147100,147600,147800,147900,148000,148200,148400,148800,149200,149800,150600,151400,152200,153100,154000,155000,156000,157100,158300,159300,160200,160700,160700,160200,159200,157700,156100,154400,152700,151300,150000,149200,148800,148800,149200,149800,150700,151800,153100,154500,156100,157900,159800,161900,163700,165400,167000,168300,169600,170700,171500,171700,171400,170400,169000,167500,166400,165800,165900,166900,168300,170000,171700,173500,175500,177600,179700,181600,183400,185000,186300,187200,187600,187800,188100,188600,189300,190100,190700,191200,191300,191300,190400,188900,186700,184400,182400,180800,179400,178200,177100,176200,175600,175100,174300,173100,171700,170500,169600,169400,169500,169800,170300,170800,171500,172000,172300,172700,172400,171000,169000,166800,164200,161100,157800,154700,151900,148700,146000,144100,144600,146900,148900,149000,149000,149100,149400,148600,146300,144400,143900,144300,144900,145500,146200,147500,148600,149500,150500,152000,153900,155800,157100,158300,159000,159600,160400,161200,161600,161900,162200,162900,164200,165500,166400,167300,168300,169000,169400,169300,169100,169600,170300,171000,172400,174600,176800,177500,176000,174400,173400,172000,171000,172000,173600,175400,177300,179100,180700,181600,181300,180500,181000,183700,186200,186800,186900,186900,187000,187300,187400,187500,188400,189400,190200,190700,190400,189300,189900,191900,193600,194200,194500,195500,197200,198100,197400,199200,204600,210400,212700
1464,Walker County,AL,Alabama,"Walker County, Alabama",Birmingham-Hoover,1,127,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154400,153100,151400,149100,146100,142700,137800,134700,133400,131700,128700,127400,126500,126000,125800,126200,126400,126900,128300,131600,134300,134300,134500,137100,139800,141500,144700,148200,151000,153900,155700,155800,156000,156100,155900,157200,159300,161200,162300,163500,164800,166200,166500,166900,166900,166100,164700,164100,163900,164000,163300,161800,160800,160700,160500,160200,159500,158600,157800,157000,156400,156100,155500,155500,156700,158400,160100,161600,162700,163900,165300,166700,167800,168400,168000,166500,165400,165000,164500,164300,164300,163900,163500,163600,163700,163600,163500,163300,162800,162400,162500,163600,165100,166100,166600,166900,167800,169300,171600,174500,177400,179200
2942,James City County,VA,Virginia,"James City County, Virginia",Virginia Beach-Norfolk-Newport News,51,95,736,265300,262900,261700,261800,263300,266200,270200,274900,279200,282900,286500,289700,291500,291600,289900,286500,281700,275900,269800,264100,258800,254600,252400,251600,251500,252000,252900,254100,255700,257900,260800,264700,269500,274900,281300,288300,295300,301600,307300,312400,316700,320200,322900,324900,325800,326100,326300,326600,326600,326600,326600,326700,327000,327400,328200,329300,330500,332000,334000,336400,339000,341500,343800,345700,347000,347700,347900,347500,347000,346400,345700,344600,343500,342700,342300,342500,343200,344300,345700,347400,349100,350700,352600,355100,358300,361900,365600,369100,372100,375000,378000,381400,385300,389500,393700,397700,401500,405300,409700,415200,421600,428500,435300,441600,447300,452200,456400,460300,464600,469000,473600,478100,482400,486700,491100,495800,500300,504500,508100,511700,515200,518400,521200,523700,525700,527300,528400,528800,528500,528100,527900,528100,528300,527800,526700,525200,523300,521200,519000,516800,515000,513300,511500,509600,507300,504200,500600,497400,494400,491400,488200,485100,482400,480100,478000,476100,473900,471200,468500,466500,465100,463800,462200,460600,459600,459300,459800,459500,456800,454000,452100,450100,447500,445500,444000,441700,438800,437100,435000,431400,428500,427500,426800,424500,422100,420600,420300,419900,419400,417300,414300,412700,413500,414300,414200,415200,417100,418700,420000,420900,421800,423700,426200,427500,427600,428500,430100,430700,430900,430700,431000,432400,433600,432400,430100,430300,433600,436400,438400,441000,442800,443300,443800,445300,446800,448100,449700,450600,449900,449100,448600,448200,448200,448500,448100,447100,446000,445000,444800,445800,446100,445600,445600,447500,448700,448500,447000,446300,446800,448300,450200,451800,453100,453500,452800,451200,450300,450000,450600,451800,453300,455700,459100,462500,464200,465300,467100,469100,470200,471400,472300,472100,471900
3093,Grand Forks County,ND,North Dakota,"Grand Forks County, North Dakota",Grand Forks,38,35,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158100,161800,167000,171400,175100,177900,179900,181200,182200,182900,184000,186100,188300,189800,190600,190700,190400,190200,190100,190500,191400,192600,194000,195900,197900,198200,197500,197300,197600,197600,197700,197700,198000,198300,198900,200000,201100,201200,200800,200200,199700,199300,199000,198800,198900,199200,199600,200500,201500,202000,202100,201800,201300,201300,201300,201000,200700,200700,201200,201700,201800,201900,203300,206200,208800,210300,211200,211400,211300,211900,212100,211000,209000,207500,206200,205400,205600,206600,207200,207300,207100,207000,207000,207300,207600,208000,208300,209100,210800,213300,216500,220300,223300,224300,225100,226500,228200,230400,232600,233700,233700,233200,232900,234000,235800,237400,239300,242500,245800,248200,249900,251600,252700,253000,253000,253400,255000,257500,259300,259700,260400,262000,263900,265900,267300,269200,272100,274600,275900,277300,278900,280600,282400,284400,285800,286200,286200,286800,287500,287600,288700,287000,282700,280600,281900,282500,283500,284700,286100,287300,287800,287400,286900,289900,296500,302000,303400,303400,303300,302600,300700,298800,298300,298700,298500,298100
