Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value,Latitude,Longitude,Avg Temperature (F),Max Temperature (F),Min Temperature (F),Avg Percipitation (in.),Min Humidity (%),Max Humidity (%),Avg Wind (mph)
"Coosa County, Alabama",Coosa County,Alabama,48059,87300,,,,32.8897772,-86.21969370000002,41.726750138401975,49.50950009226799,33.94400018453598,0.2170376186295757,67.46499824523926,85.69750022888185,8.82367642774105
"Covington County, Alabama",Covington County,Alabama,53372,96200,,,,31.306643800000003,-86.49965460000001,47.09975019097328,53.8115000128746,40.38800036907196,0.6330209078751211,68.95250034332275,88.02750015258789,10.961420342566967
"Crenshaw County, Alabama",Crenshaw County,Alabama,52395,76800,,,,31.6671872,-86.3376761,45.53600003272295,52.73150002360345,38.34050004184246,0.361627321543656,69.30999946594238,87.22500038146973,10.445753444817068
"Cullman County, Alabama",Cullman County,Alabama,55135,121900,,,,34.2011537,-86.8220341,37.352750152349465,43.88450003862381,30.821000266075128,0.07569738143072352,62.39249897003174,84.37999916076659,9.84228434915662
"Dale County, Alabama",Dale County,Alabama,57087,108000,,,,31.4645298,-85.684578,47.65774965882302,55.33699973821641,39.97849957942962,0.6091629801772711,73.41250038146974,90.09000015258788,10.0446120805645
"Dallas County, Alabama",Dallas County,Alabama,44023,80800,,,,32.2332138,-87.14228949999998,44.32325021699071,51.62000029236079,37.02650014162064,0.2625552500326803,64.43249988555908,84.93499946594237,10.691409280849696
"DeKalb County, Alabama",DeKalb County,Alabama,52462,102900,,,,34.521139700000006,-85.684578,35.90825008153915,43.03850030899048,28.77799985408783,0.1120098087731309,59.21500015258789,85.02000236511229,8.295642719020844
"Elmore County, Alabama",Elmore County,Alabama,71437,155300,163300.0,88500.0,278600.0,32.5647083,-86.0121573,43.18250013981015,51.111500378325594,35.25349990129471,0.25147071034889523,69.0699987411499,86.13749980926514,9.467790187910797
"Escambia County, Alabama",Escambia County,Alabama,48727,94500,,,,31.1394734,-87.14228949999998,47.46650005578996,53.780000042915354,41.15300006866456,0.5853774204967529,64.91749954223633,86.69250011444092,12.720784534592632
"Etowah County, Alabama",Etowah County,Alabama,55354,105100,103100.0,,175600.0,34.045534100000005,-86.05296039999998,38.68474984765053,45.78349962234497,31.58600007295609,0.14187988333814727,61.14750003814697,84.69249916076659,10.109364906536342
"Fayette County, Alabama",Fayette County,Alabama,50889,83200,,,,33.687139200000004,-87.77633329999998,40.111250042915344,47.06150012016296,33.16099996566773,0.1717372391167588,59.787498474121094,83.95500183105469,10.332007836936118
"Franklin County, Alabama",Franklin County,Alabama,50902,87600,,,,34.396745700000004,-87.61863790000002,36.84649993777275,43.668500137329104,30.0244997382164,0.13542781151303154,60.50500011444092,83.59749794006349,9.596720112217666
"Geneva County, Alabama",Geneva County,Alabama,51025,87800,,,,31.0990456,-85.684578,49.30474980473518,56.965999686718,41.64349992275238,0.7320374578941525,73.58499908447266,91.3799991607666,10.733855527533294
"Greene County, Alabama",Greene County,Alabama,34525,67700,88500.0,,,32.9718107,-87.9334803,42.68750020116568,49.865000504255285,35.50999989807606,0.18411448621374416,59.55249881744385,84.36750030517578,10.546498847994805
"Hale County, Alabama",Hale County,Alabama,50103,88800,,,,32.785910200000004,-87.61863790000002,43.03625036478043,50.42750055789948,35.64500017166138,0.12446115336080235,61.7599983215332,84.52750015258789,10.346195629888774
"Henry County, Alabama",Henry County,Alabama,58905,112600,,,,31.4469377,-85.18940450000002,48.703999787569046,56.88049966096878,40.52749991416931,0.5340830547603097,74.52500057220459,91.5625,9.656258056454659
"Houston County, Alabama",Houston County,Alabama,61526,127100,137400.0,,247000.0,31.1318686,-85.31362179999998,50.303750085830686,58.482500171661385,42.125,0.4900186074765649,74.79499816894531,92.83249855041504,10.666078198153976
"Jackson County, Alabama",Jackson County,Alabama,50956,105000,,,,34.709038799999995,-86.0121573,35.071249887347214,41.57149999141693,28.57099978327751,0.12202518387132978,61.1875,85.61750030517578,9.610612641425133
"Jefferson County, Alabama",Jefferson County,Alabama,71979,149000,120600.0,,291500.0,33.4914122,-86.9824288,40.511749848723404,47.89849953651428,33.125000160932544,0.1303411374880573,63.76749992370606,84.64499855041505,9.847424698295594
"Lamar County, Alabama",Lamar County,Alabama,50252,71500,,,,33.692364899999994,-88.0900762,40.00325028002262,46.715000557899465,33.29150000214577,0.10572209132937936,58.47999858856201,84.06499862670898,10.657901079062224
"Lauderdale County, Alabama",Lauderdale County,Alabama,60437,126800,119400.0,56100.0,226400.0,34.8840876,-87.658113,36.13100009709596,42.719000077247614,29.543000116944317,0.13848344641407645,60.41749954223633,83.95499992370604,10.117891888833046
"Lawrence County, Alabama",Lawrence County,Alabama,55399,98700,,,,34.567428,-87.30161319999998,36.85325009226799,43.43449993133545,30.27200025320053,0.1042194324215566,61.34999942779541,84.02499961853026,10.448513684172633
"Lee County, Alabama",Lee County,Alabama,66708,157100,188100.0,118100.0,322400.0,32.5888702,-85.39627689999998,43.13300019875169,51.35000049620866,34.91599990129471,0.22387196933190656,70.62249946594237,87.26250076293945,10.697845217169522
"Limestone County, Alabama",Limestone County,Alabama,70378,146300,157300.0,,273000.0,34.78000720000001,-86.9423801,35.94199982136488,42.07999982833862,29.803999814391137,0.11640520399715018,62.03750038146973,85.03499794006349,11.214384906283618
"Lowndes County, Alabama",Lowndes County,Alabama,44985,63000,,,,32.221464000000005,-86.6611083,44.34574986025691,51.85399974733591,36.837499973177906,0.24536671307612595,66.94749927520752,85.54999828338623,9.798861578801873
"Macon County, Alabama",Macon County,Alabama,47570,77100,,,,32.3731182,-85.684578,44.17474981546402,52.24549978971481,36.103999841213216,0.2642794645677401,70.78500080108644,87.02250003814697,9.451494615813496
"Madison County, Alabama",Madison County,Alabama,83287,173400,160900.0,,,34.72397309999999,-86.49965460000001,35.40424983799458,41.53549981117249,29.272999864816665,0.17642819036648968,62.26750087738037,85.40999984741211,10.627351781331301
"Marengo County, Alabama",Marengo County,Alabama,50809,88100,,,,32.2459085,-87.77633329999998,44.01274998337031,51.15650018453599,36.86899978220463,0.2991340104050524,60.9350004196167,84.36750030517578,10.559601385018826
"Marion County, Alabama",Marion County,Alabama,51388,87200,,,,34.0441174,-87.77633329999998,37.861249855160715,44.712499785423276,31.009999924898143,0.16937871617595046,59.95499897003174,83.77000236511229,10.137044699326156
"Marshall County, Alabama",Marshall County,Alabama,59040,118500,,,,34.3652297,-86.3376761,36.2952499806881,42.80899988412857,29.78150007724762,0.1724382624851437,61.68500137329102,84.8125,10.721698847817184
"Mobile County, Alabama",Mobile County,Alabama,62172,124500,119700.0,,204600.0,30.6082227,-88.24611829999998,49.07974991202354,55.30099977254868,42.85850005149841,0.8943574259600302,62.98750114440918,85.73750019073486,16.144195061763526
"Monroe County, Alabama",Monroe County,Alabama,41827,88000,,,,31.5119068,-87.460397,45.81050015985966,52.44800040125847,39.17299991846085,0.4855820888609398,62.40249824523926,85.21249961853026,11.761268428494933
"Montgomery County, Alabama",Montgomery County,Alabama,65224,124100,84900.0,28900.0,192400.0,32.2077447,-86.17517590000001,44.3525003567338,52.08800042271614,36.617000290751456,0.2746419350462636,69.36500072479248,86.34500026702881,9.972178797253369
"Morgan County, Alabama",Morgan County,Alabama,62360,128200,,,,34.4240875,-86.86218269999998,36.80825008153916,43.11499991416931,30.501500248909,0.10010665795934484,62.122498512268066,84.47000122070312,10.91211496375084
"Perry County, Alabama",Perry County,Alabama,34458,69100,,,,32.598888,-87.30161319999998,43.315249817073344,50.81449967920779,35.81599995493889,0.16045658607182542,63.88999938964844,84.70499897003174,10.588043370267153
"Pickens County, Alabama",Pickens County,Alabama,49322,91800,,,,33.3339954,-88.0900762,41.26324974894524,48.12349959015846,34.40299990773201,0.20054177036435586,58.4925012588501,84.29750061035156,10.80002153952241
"Pike County, Alabama",Pike County,Alabama,52425,109200,128700.0,69400.0,211400.0,31.8395163,-86.0121573,44.97349997572601,52.55149992704393,37.3955000244081,0.3550656010785441,71.43750095367432,87.77999973297119,10.127344728635553
"Randolph County, Alabama",Randolph County,Alabama,50800,85200,,,,33.2681523,-85.52002399999998,40.89425004720688,48.86600016951562,32.92249992489815,0.16841681923453264,66.73750019073486,85.99250030517578,8.732912125805617
"Russell County, Alabama",Russell County,Alabama,52540,114700,91100.0,42700.0,181300.0,32.355249699999995,-85.18940450000002,44.97349992543459,53.23999980688095,36.70700004398823,0.35899041205879273,71.17499828338623,87.91499900817871,9.096114932106731
"St. Clair County, Alabama",St. Clair County,Alabama,64550,142800,,,,33.6530112,-86.3376761,39.695000144839284,46.99850007295608,32.39150021672249,0.1262633725414126,63.92000102996826,84.93249797821045,9.44678226243973
"Shelby County, Alabama",Shelby County,Alabama,93021,199500,216100.0,139200.0,356000.0,33.3039292,-86.6611083,41.12825002521277,48.69049985408783,33.5660001963377,0.13992956304174708,65.08250045776367,84.95749855041505,9.143427397308349
"Sumter County, Alabama",Sumter County,Alabama,34484,69500,,,,32.6155551,-88.24611829999998,43.648250062763694,50.765000128746046,36.53149999678135,0.19787484266626554,58.28999996185303,84.05000019073486,10.541557696884869
"Talladega County, Alabama",Talladega County,Alabama,52793,95200,96000.0,40200.0,193200.0,33.4231716,-86.13446970000003,39.834499797225,47.38099965453148,32.28799993991852,0.10060079454437017,64.99249935150146,85.40749931335448,8.782531901510955
"Tallapoosa County, Alabama",Tallapoosa County,Alabama,54460,107000,120100.0,41800.0,355200.0,32.9201244,-85.84862360000002,42.03050000965595,49.89650012552738,34.164499893784516,0.19517365051066785,67.90499877929689,85.94500064849855,8.462649133247734
"Tuscaloosa County, Alabama",Tuscaloosa County,Alabama,66856,161700,159700.0,89800.0,274100.0,33.3227653,-87.460397,41.380249932408326,48.75799978971482,34.00250007510185,0.13660148372800332,61.8700008392334,84.5374984741211,10.302179932067396
"Walker County, Alabama",Walker County,Alabama,52796,87300,89400.0,35700.0,179200.0,33.8563605,-87.30161319999998,39.36425000429153,46.337000167369844,32.391499841213225,0.11510940987294115,61.68499946594238,83.95249748229979,9.344852237649858
"Washington County, Alabama",Washington County,Alabama,55143,83900,,,,31.3422346,-88.24611829999998,46.217749516665926,52.95199938416481,39.48349964916706,0.6708399705060825,59.4424991607666,84.12750053405763,13.588631947703364
"Wilcox County, Alabama",Wilcox County,Alabama,39932,81600,,,,32.0105439,-87.3413599,44.541499841213216,51.65599984228611,37.42699984014034,0.2532928571926327,63.03999996185303,84.80999946594237,10.767116398434641
"Winston County, Alabama",Winston County,Alabama,48797,82900,,,,34.169008700000006,-87.3413599,37.68124991953373,44.465000128746034,30.897499710321426,0.09719289193941852,61.26499938964844,83.76749992370604,9.884873461093306
"Aleutians East Borough, Alaska",Aleutians East Borough,Alaska,78156,124700,,,,55.53880059999999,-161.8988535,,,,,,,
"Aleutians West Census Area, Alaska",Aleutians West Census Area,Alaska,101542,238800,,,,52.3232697,-174.15960719999995,,,,,,,
"Anchorage Municipality, Alaska",Anchorage Municipality,Alaska,105010,304500,,,,61.2180556,-149.90027780000003,,,,,,,
"Bethel Census Area, Alaska",Bethel Census Area,Alaska,67827,152600,,,,61.09344600000001,-160.8640773,,,,,,,
"Bristol Bay Borough, Alaska",Bristol Bay Borough,Alaska,93172,186700,,,,58.7578504,-156.7792687,,,,,,,
"Denali Borough, Alaska",Denali Borough,Alaska,90822,224200,,,,63.8257173,-149.7317835,,,,,,,
"Dillingham Census Area, Alaska",Dillingham Census Area,Alaska,72392,189500,,,,59.80677919999999,-157.7242585,,,,,,,
"Fairbanks North Star Borough, Alaska",Fairbanks North Star Borough,Alaska,91968,230600,253800.0,166000.0,347200.0,64.95261020000001,-146.4744154,,,,,,,
"Haines Borough, Alaska",Haines Borough,Alaska,84311,243100,,,,59.13922370000001,-135.0,22.655750043317674,29.624000086635352,15.6875,0.2387393414094223,76.80999946594237,96.09499931335449,11.331788011308909
"Hoonah-Angoon Census Area, Alaska",Hoonah-Angoon Census Area,Alaska,72020,226800,,,,58.31765049999999,-136.03908959999998,,,,,,,
"Juneau City and Borough, Alaska",Juneau City and Borough,Alaska,106849,343100,,,,58.3019444,-134.4197221,,,,,,,
"Kenai Peninsula Borough, Alaska",Kenai Peninsula Borough,Alaska,82690,234600,245900.0,175100.0,361600.0,60.08584860000001,-151.382264,,,,,,,
"Ketchikan Gateway Borough, Alaska",Ketchikan Gateway Borough,Alaska,83221,265700,286800.0,185800.0,418700.0,55.5103345,-131.389286,,,,,,,
"Kodiak Island Borough, Alaska",Kodiak Island Borough,Alaska,88572,267700,334100.0,234200.0,451000.0,57.53693430000001,-153.2659352,,,,,,,
"Kusilvak Census Area, Alaska",Kusilvak Census Area,Alaska,47396,88600,,,,62.1458336,-162.891919,,,,,,,
"Lake and Peninsula Borough, Alaska",Lake and Peninsula Borough,Alaska,62034,118500,,,,58.0458356,-156.5982286,,,,,,,
"Matanuska-Susitna Borough, Alaska",Matanuska-Susitna Borough,Alaska,88473,235600,,,,62.25993470000001,-150.17291530000003,,,,,,,
"Nome Census Area, Alaska",Nome Census Area,Alaska,69905,143000,,,,64.8329974,-164.25660200000004,,,,,,,
"North Slope Borough, Alaska",North Slope Borough,Alaska,94748,153900,,,,69.05787579999999,-152.8628274,,,,,,,
"Northwest Arctic Borough, Alaska",Northwest Arctic Borough,Alaska,79496,145800,,,,67.28729809999999,-160.03426240000005,,,,,,,
"Petersburg Borough, Alaska",Petersburg Borough,Alaska,83850,205000,,,,56.8124267,-132.9554472,,,,,,,
"Prince of Wales-Hyder Census Area, Alaska",Prince of Wales-Hyder Census Area,Alaska,65973,169100,,,,55.32422439999999,-132.6044581,,,,,,,
"Sitka City and Borough, Alaska",Sitka City and Borough,Alaska,84007,350900,,,,57.0530556,-135.33,,,,,,,
"Skagway Municipality, Alaska",Skagway Municipality,Alaska,81260,293800,,,,59.45540250000001,-135.315279,,,,,,,
"Southeast Fairbanks Census Area, Alaska",Southeast Fairbanks Census Area,Alaska,74772,191700,,,,63.9603869,-143.62969990000005,,,,,,,
"Valdez-Cordova Census Area, Alaska",Valdez-Cordova Census Area,Alaska,99003,252200,,,,61.47877070000001,-144.1147195,,,,,,,
"Wrangell City and Borough, Alaska",Wrangell City and Borough,Alaska,67544,194000,,,,56.4708333,-132.3766666,,,,,,,
"Yakutat City and Borough, Alaska",Yakutat City and Borough,Alaska,70348,185000,,,,59.5469878,-139.72728080000002,,,,,,,
"Yukon-Koyukuk Census Area, Alaska",Yukon-Koyukuk Census Area,Alaska,51731,80600,,,,65.8443666,-153.4302993,,,,,,,
"Apache County, Arizona",Apache County,Arizona,43510,72800,159500.0,92000.0,263600.0,35.5313224,-109.3783206,27.378500303626065,41.198000133037574,13.559000474214553,0.05496544396783423,43.91499876976013,77.81499862670898,9.31783540496707
"Cochise County, Arizona",Cochise County,Arizona,61398,144400,143400.0,74200.0,237800.0,31.82845799999999,-109.949686,44.06000011684373,59.0495002746582,29.070499959029256,0.03726758356169453,31.240000009536747,79.85999965667725,12.135910054948333
"Coconino County, Arizona",Coconino County,Arizona,72255,241400,353200.0,231300.0,545700.0,35.6647545,-111.4752851,30.71300007402897,42.82250008583069,18.603500062227248,0.058639265420868635,44.8050000667572,80.81499767303467,11.007843549900654
"Gila County, Arizona",Gila County,Arizona,54167,153600,206700.0,,345000.0,33.6370567,-110.5215459,38.315750008448966,49.810999965667726,26.82050005123019,0.04999999572911601,40.42250084877014,76.32750034332275,8.994956333017349
"Graham County, Arizona",Graham County,Arizona,56591,123500,164400.0,102500.0,252900.0,33.076805,-109.7591675,41.88649995923042,55.23799972534179,28.53500019311905,0.05691789501295316,35.71500015258789,77.85000038146974,11.404536624833346
"Greenlee County, Arizona",Greenlee County,Arizona,69915,87500,,,,33.2405598,-109.2831531,36.07024951968342,49.13149943351747,23.008999605849386,0.04249999842305822,39.80250120162964,79.86000061035156,11.447507799656394
"La Paz County, Arizona",La Paz County,Arizona,47838,77400,,66400.0,384500.0,34.0061091,-113.9536466,47.18524997532368,57.77149999141693,36.598999959230426,0.1129739103824135,34.84000015258789,67.53250026702881,11.586219760508538
"Maricopa County, Arizona",Maricopa County,Arizona,80793,225000,270300.0,186200.0,444000.0,33.2917968,-112.42914640000002,49.04824999570847,59.800999879837036,38.2955001115799,0.050333172786892866,39.23750066757202,73.36749935150145,8.820282461322547
"Mohave County, Arizona",Mohave County,Arizona,55295,138700,220800.0,130800.0,344300.0,35.2143346,-113.7632828,37.24925016053021,47.55650032535196,26.941999995708464,0.09486929872843224,36.869999885559075,71.80000019073486,13.656245678701401
"Navajo County, Arizona",Navajo County,Arizona,52012,115100,196100.0,113600.0,335000.0,35.4019765,-110.1402594,30.177500137127932,43.8125,16.542500274255868,0.0149999987187348,41.56499981880189,77.28000164031981,10.224887363502981
"Pima County, Arizona",Pima County,Arizona,67524,166300,202800.0,140000.0,345800.0,32.057499,-111.6660725,49.57925007604062,60.69200010299683,38.46650004908442,0.05001395295454762,32.415000438690186,74.62999916076659,9.398426340895892
"Pinal County, Arizona",Pinal County,Arizona,65047,157200,211600.0,149600.0,298900.0,32.816206099999995,-111.2845025,49.31824996620416,61.020499897003184,37.61600003540516,0.211249993542048,36.067500591278076,73.96250057220459,8.688174835124016
"Santa Cruz County, Arizona",Santa Cruz County,Arizona,57008,138400,144100.0,101300.0,,31.5986127,-110.8076084,46.24474967867136,59.40499939918519,33.08449995815754,0.01883278740203287,29.612499713897705,77.8075017929077,10.968856602322461
"Yavapai County, Arizona",Yavapai County,Arizona,62710,215000,302800.0,207500.0,491100.0,34.646398100000006,-112.42914640000002,35.56624982850626,46.23799963984639,24.894500017166138,0.04993913445885726,44.55749917030335,78.97000026702881,9.143842459868194
"Yuma County, Arizona",Yuma County,Arizona,57423,117000,145100.0,113900.0,230900.0,32.6527533,-113.9536466,51.17000001072885,61.295000171661385,41.0449998497963,0.12136669550824356,30.2425000667572,66.54749965667725,10.258454764704704
"Arkansas County, Arkansas",Arkansas County,Arkansas,54802,80300,,,152600.0,34.2354138,-91.28910359999999,34.94074998497963,39.39350003004074,30.487999939918517,0.0,63.0550012588501,84.08250236511229,11.210848541274073
"Ashley County, Arkansas",Ashley County,Arkansas,51614,68200,,,,33.156593900000004,-91.7538817,38.369750067591674,44.001500034332274,32.73800010085106,0.061443579478526675,60.452500343322754,84.2375020980835,10.520753502731324
"Baxter County, Arkansas",Baxter County,Arkansas,54257,124400,131100.0,81300.0,221200.0,36.3261815,-92.38136209999999,28.1142499640584,34.560500025749214,21.66799990236759,0.04090065561880277,50.14750003814697,83.67000007629396,5.407987024173738
"Benton County, Arkansas",Benton County,Arkansas,83314,163000,182200.0,132300.0,322800.0,36.2661518,-94.479976,28.057999897003175,36.39650020599365,19.71949958801269,0.0,52.46250057220459,85.74500083923341,7.284291259139778
"Boone County, Arkansas",Boone County,Arkansas,54190,116600,117000.0,69700.0,183500.0,36.3118662,-93.0175712,26.68549990169704,33.24199985489249,20.128999948501587,0.0034266722014569865,51.484999656677246,86.04249954223633,6.759703649655581
"Bradley County, Arkansas",Bradley County,Arkansas,51189,74300,,,,33.5081368,-92.2236667,36.70025021135807,42.134000420570366,31.26650000214577,0.03280409677760808,58.94250011444092,83.10500049591064,9.635670660156011
"Calhoun County, Arkansas",Calhoun County,Arkansas,51864,71000,,,,33.5020885,-92.539603,36.7700001180172,42.314000248909004,31.225999987125398,0.019133273424126032,57.59000015258789,82.95750141143799,8.698065537260769
"Carroll County, Arkansas",Carroll County,Arkansas,53272,121100,143000.0,86400.0,236700.0,36.2987495,-93.5003454,27.259249793738128,34.267999942600724,20.250499644875525,0.0,52.394999504089355,86.64749908447266,6.8917624763369565
"Chicot County, Arkansas",Chicot County,Arkansas,50315,63000,,,152700.0,33.34195510000001,-91.28910359999999,37.93549991846085,43.10599992275238,32.76499991416931,0.05958014585840421,61.57999992370606,84.1374988555908,11.929367965239287
"Clark County, Arkansas",Clark County,Arkansas,51310,95000,,,,34.0232374,-93.1779659,35.72150001823902,41.15299996137619,30.29000007510185,0.01278323334033095,58.30000019073486,83.11250019073486,7.169753459097147
"Clay County, Arkansas",Clay County,Arkansas,43242,70000,,,,36.3492244,-90.37483540000001,29.279749881848694,33.70549992248416,24.85399984121323,0.04976168392211434,55.547499656677246,84.6750011444092,8.831077421178819
"Cleburne County, Arkansas",Cleburne County,Arkansas,59094,127000,132500.0,74500.0,241100.0,35.4605769,-92.0665197,30.427250105142594,35.66300015449524,25.191500055789948,0.0,54.76000118255615,83.12249946594237,7.238795975958109
"Cleveland County, Arkansas",Cleveland County,Arkansas,57836,87200,,,,33.86580070000001,-92.2236667,35.818249778449534,40.9504997253418,30.685999831557275,0.0323483922819453,58.852500915527344,82.66499996185303,9.455544042413235
"Columbia County, Arkansas",Columbia County,Arkansas,50936,76200,,,,33.1285176,-93.1779659,37.94674997478724,43.51549990773201,32.37800004184246,0.05504879895157702,57.43999910354614,83.20000076293945,9.069821192269323
"Conway County, Arkansas",Conway County,Arkansas,55047,98700,,,,35.2727492,-92.6983868,31.93925005793572,37.71499991416931,26.163500201702124,0.0,53.55250120162964,83.45499992370604,6.169454289859535
"Craighead County, Arkansas",Craighead County,Arkansas,65052,134600,125900.0,70600.0,207700.0,35.8260959,-90.6773046,30.805249945819373,34.78999983370304,26.820500057935714,0.06665001703998236,59.25999927520752,84.70500183105469,9.19239624612093
"Crawford County, Arkansas",Crawford County,Arkansas,56755,112500,113500.0,64400.0,177200.0,35.5762761,-94.315422,31.90550000965595,39.31700010299683,24.49399991631508,0.0024672354182859106,54.06750011444092,85.29999923706055,7.818725304532053
"Crittenden County, Arkansas",Crittenden County,Arkansas,52951,106300,88600.0,22000.0,176500.0,35.30214429999999,-90.37483540000001,32.61199995949865,36.90050004720688,28.32349987179041,0.0836707475617176,63.277499198913574,86.67499923706055,10.008342572765349
"Cross County, Arkansas",Cross County,Arkansas,56758,79400,,,,35.29989129999999,-90.8294002,32.137249962985514,36.06799976825714,28.20650015771389,0.05403792294930285,62.53750038146973,85.27000045776367,9.790235397486688
"Dallas County, Arkansas",Dallas County,Arkansas,42788,64500,,,114700.0,34.0346533,-92.6983868,35.46500014215708,40.820000278949735,30.110000005364423,0.02035856422946209,57.60500144958496,82.6525011062622,7.685725687159301
"Desha County, Arkansas",Desha County,Arkansas,42114,56700,47100.0,14400.0,112800.0,33.8773585,-91.443469,35.96899991631508,40.694000077247615,31.24399975538254,0.028789371956051805,62.17749977111816,83.60250091552734,10.911143240032196
"Drew County, Arkansas",Drew County,Arkansas,51474,93200,,,,33.5156463,-91.7538817,36.610249707102774,41.80099977254868,31.41949964165688,0.020928277274755044,60.9375,83.4474983215332,10.118760280240775
"Faulkner County, Arkansas",Faulkner County,Arkansas,66703,153500,148000.0,100100.0,238100.0,35.1035858,-92.38136209999999,32.55350008904934,38.08399999141693,27.023000186681752,0.007832584183985794,54.57500076293945,83.03499794006349,7.1433129207122334
"Franklin County, Arkansas",Franklin County,Arkansas,49190,90600,,,,35.5927966,-93.8248241,29.25049998015165,36.18950008153915,22.311499878764156,0.005905512045687578,54.66249942779541,85.88250160217284,6.884818945039512
"Fulton County, Arkansas",Fulton County,Arkansas,47481,91300,,,,36.3797374,-91.7928402,27.974750137329107,34.061000019311905,21.888500255346298,0.0,50.807499408721924,82.58499908447266,6.9464896681737915
"Garland County, Arkansas",Garland County,Arkansas,60255,131500,141700.0,77600.0,268900.0,34.5559285,-93.1779659,34.27925003916025,39.96499991416931,28.59350016415119,0.0,57.0575008392334,83.35750007629396,6.3023525749015805
