Geography,County,State,Latitude,Longitude,Avg Temperature,Max Temperature,Min Temperature,Avg Percipitation,Min Humidity,Max Humidity,Avg Wind
"Choctaw County, Alabama",Choctaw County,Alabama,32.0716631,-88.24611829999998,45.04100024537183,52.115000223461536,37.96700026728213,0.33381432060181626,58.34999942779541,83.72999954223633,11.63213277289033
"Clarke County, Alabama",Clarke County,Alabama,31.7002461,-87.77633329999998,44.59774990156293,51.39949976000935,37.79600004311651,0.3526017046350194,60.972500801086426,84.66500091552734,12.18509796826005
"Clay County, Alabama",Clay County,Alabama,33.279527,-85.84862360000002,40.05275012552738,47.813000100851056,32.29250015020371,0.15172733096625862,66.37750148773193,85.86000156402588,8.825561342424155
"Cleburne County, Alabama",Cleburne County,Alabama,33.6261707,-85.52002399999998,39.663499906659126,47.4754999935627,31.851499819755553,0.20711343603457993,64.08750057220459,85.49499893188477,8.781599110740423
"Coffee County, Alabama",Coffee County,Alabama,31.475117200000003,-86.0121573,47.191999995708464,54.45050004720688,39.933499944210055,0.7388838069645439,71.71750068664551,88.93000221252441,10.451708585894108
"Colbert County, Alabama",Colbert County,Alabama,34.7117567,-87.89424509999998,36.986000180244446,43.67750012874603,30.29450023174286,0.11703386081485298,59.46500110626221,83.35499954223633,10.124900352821351
"Conecuh County, Alabama",Conecuh County,Alabama,31.501571000000002,-86.9824288,45.34474963843822,52.10149936378002,38.587999913096425,0.45232856308850716,65.09000015258789,86.24749946594238,10.609112495132685
"Coosa County, Alabama",Coosa County,Alabama,32.8897772,-86.21969370000001,41.72675013840198,49.50950009226799,33.94400018453598,0.21703761862957574,67.46499824523926,85.69750022888184,8.82367642774105
"Covington County, Alabama",Covington County,Alabama,31.306643800000003,-86.49965460000001,47.09975019097328,53.8115000128746,40.38800036907196,0.6330209078751211,68.95250034332275,88.02750015258789,10.961420342566967
"Crenshaw County, Alabama",Crenshaw County,Alabama,31.667187199999997,-86.3376761,45.53600003272295,52.731500023603445,38.34050004184246,0.361627321543656,69.30999946594238,87.22500038146973,10.445753444817067
"Cullman County, Alabama",Cullman County,Alabama,34.2011537,-86.8220341,37.35275015234947,43.88450003862381,30.821000266075135,0.07569738143072353,62.39249897003174,84.3799991607666,9.84228434915662
"Dale County, Alabama",Dale County,Alabama,31.4645298,-85.684578,47.657749658823015,55.336999738216406,39.978499579429624,0.6091629801772711,73.41250038146973,90.09000015258789,10.0446120805645
"Dallas County, Alabama",Dallas County,Alabama,32.2332138,-87.14228949999998,44.32325021699071,51.620000292360785,37.02650014162064,0.26255525003268027,64.43249988555908,84.93499946594238,10.691409280849696
"DeKalb County, Alabama",DeKalb County,Alabama,34.521139700000006,-85.684578,35.90825008153915,43.03850030899048,28.77799985408783,0.1120098087731309,59.21500015258789,85.0200023651123,8.295642719020844
"Elmore County, Alabama",Elmore County,Alabama,32.5647083,-86.0121573,43.182500139810145,51.11150037832559,35.25349990129471,0.25147071034889523,69.0699987411499,86.13749980926514,9.467790187910795
"Escambia County, Alabama",Escambia County,Alabama,31.1394734,-87.14228949999998,47.46650005578995,53.78000004291535,41.153000068664554,0.5853774204967529,64.91749954223633,86.69250011444092,12.72078453459263
"Etowah County, Alabama",Etowah County,Alabama,34.045534100000005,-86.05296039999998,38.68474984765053,45.78349962234497,31.586000072956086,0.14187988333814727,61.14750003814697,84.6924991607666,10.109364906536342
"Fayette County, Alabama",Fayette County,Alabama,33.687139200000004,-87.77633329999998,40.111250042915344,47.06150012016296,33.16099996566773,0.1717372391167588,59.787498474121094,83.95500183105469,10.332007836936118
"Franklin County, Alabama",Franklin County,Alabama,34.396745700000004,-87.61863790000001,36.84649993777275,43.668500137329104,30.0244997382164,0.13542781151303157,60.50500011444092,83.59749794006348,9.596720112217666
"Geneva County, Alabama",Geneva County,Alabama,31.0990456,-85.684578,49.30474980473518,56.96599968671799,41.64349992275238,0.7320374578941525,73.58499908447266,91.3799991607666,10.733855527533294
"Greene County, Alabama",Greene County,Alabama,32.9718107,-87.9334803,42.687500201165676,49.86500050425529,35.50999989807606,0.18411448621374416,59.55249881744385,84.36750030517578,10.546498847994805
"Hale County, Alabama",Hale County,Alabama,32.785910200000004,-87.61863790000001,43.03625036478043,50.42750055789948,35.64500017166138,0.12446115336080237,61.7599983215332,84.52750015258789,10.346195629888774
"Henry County, Alabama",Henry County,Alabama,31.4469377,-85.18940450000001,48.703999787569046,56.88049966096878,40.52749991416931,0.5340830547603097,74.52500057220459,91.5625,9.656258056454659
"Houston County, Alabama",Houston County,Alabama,31.131868599999997,-85.31362179999998,50.303750085830686,58.48250017166138,42.125,0.4900186074765649,74.79499816894531,92.83249855041504,10.666078198153974
"Jackson County, Alabama",Jackson County,Alabama,34.709038799999995,-86.0121573,35.07124988734722,41.57149999141693,28.57099978327751,0.12202518387132978,61.1875,85.61750030517578,9.610612641425133
"Jefferson County, Alabama",Jefferson County,Alabama,33.4914122,-86.9824288,40.51174984872341,47.89849953651428,33.125000160932544,0.1303411374880573,63.767499923706055,84.64499855041504,9.847424698295594
"Lamar County, Alabama",Lamar County,Alabama,33.692364899999994,-88.0900762,40.00325028002262,46.71500055789947,33.29150000214577,0.10572209132937935,58.47999858856201,84.06499862670898,10.657901079062224
"Lauderdale County, Alabama",Lauderdale County,Alabama,34.8840876,-87.658113,36.13100009709596,42.71900007724762,29.543000116944313,0.13848344641407645,60.41749954223633,83.95499992370605,10.117891888833046
"Lawrence County, Alabama",Lawrence County,Alabama,34.567428,-87.30161319999998,36.85325009226799,43.43449993133545,30.27200025320053,0.10421943242155661,61.34999942779541,84.02499961853027,10.448513684172632
"Lee County, Alabama",Lee County,Alabama,32.5888702,-85.39627689999998,43.13300019875169,51.350000496208665,34.91599990129471,0.22387196933190656,70.62249946594238,87.26250076293945,10.697845217169524
"Limestone County, Alabama",Limestone County,Alabama,34.78000720000001,-86.9423801,35.94199982136488,42.07999982833862,29.803999814391137,0.11640520399715018,62.03750038146973,85.03499794006348,11.214384906283618
"Lowndes County, Alabama",Lowndes County,Alabama,32.221464000000005,-86.6611083,44.34574986025691,51.85399974733591,36.83749997317791,0.24536671307612593,66.94749927520752,85.54999828338623,9.798861578801871
"Macon County, Alabama",Macon County,Alabama,32.3731182,-85.684578,44.17474981546402,52.24549978971481,36.10399984121322,0.26427946456774015,70.78500080108643,87.02250003814697,9.451494615813495
"Madison County, Alabama",Madison County,Alabama,34.72397309999999,-86.49965460000001,35.40424983799458,41.535499811172485,29.272999864816665,0.17642819036648968,62.26750087738037,85.40999984741211,10.627351781331301
"Marengo County, Alabama",Marengo County,Alabama,32.2459085,-87.77633329999998,44.012749983370306,51.156500184535986,36.868999782204625,0.2991340104050524,60.9350004196167,84.36750030517578,10.559601385018826
"Marion County, Alabama",Marion County,Alabama,34.0441174,-87.77633329999998,37.861249855160715,44.712499785423276,31.009999924898146,0.16937871617595043,59.95499897003174,83.7700023651123,10.137044699326157
"Marshall County, Alabama",Marshall County,Alabama,34.3652297,-86.3376761,36.2952499806881,42.80899988412857,29.78150007724762,0.1724382624851437,61.685001373291016,84.8125,10.721698847817184
"Mobile County, Alabama",Mobile County,Alabama,30.608222700000002,-88.24611829999998,49.079749912023544,55.30099977254868,42.85850005149841,0.8943574259600302,62.98750114440918,85.73750019073486,16.144195061763526
"Monroe County, Alabama",Monroe County,Alabama,31.511906800000002,-87.460397,45.81050015985966,52.44800040125847,39.172999918460846,0.48558208886093984,62.40249824523926,85.21249961853027,11.761268428494931
"Montgomery County, Alabama",Montgomery County,Alabama,32.2077447,-86.17517590000001,44.3525003567338,52.08800042271614,36.617000290751456,0.2746419350462636,69.36500072479248,86.34500026702881,9.97217879725337
"Morgan County, Alabama",Morgan County,Alabama,34.4240875,-86.86218269999998,36.80825008153916,43.11499991416931,30.501500248908997,0.10010665795934483,62.122498512268066,84.47000122070312,10.91211496375084
"Perry County, Alabama",Perry County,Alabama,32.598888,-87.30161319999998,43.315249817073344,50.8144996792078,35.81599995493889,0.16045658607182542,63.88999938964844,84.70499897003174,10.588043370267153
"Pickens County, Alabama",Pickens County,Alabama,33.3339954,-88.0900762,41.263249748945235,48.12349959015846,34.40299990773201,0.20054177036435586,58.4925012588501,84.29750061035156,10.80002153952241
"Pike County, Alabama",Pike County,Alabama,31.8395163,-86.0121573,44.97349997572601,52.55149992704392,37.3955000244081,0.35506560107854407,71.43750095367432,87.77999973297119,10.127344728635551
"Randolph County, Alabama",Randolph County,Alabama,33.2681523,-85.52002399999998,40.89425004720688,48.866000169515615,32.92249992489815,0.16841681923453264,66.73750019073486,85.99250030517578,8.732912125805617
"Russell County, Alabama",Russell County,Alabama,32.355249699999995,-85.18940450000001,44.97349992543459,53.23999980688095,36.70700004398823,0.35899041205879273,71.17499828338623,87.91499900817871,9.096114932106733
"St. Clair County, Alabama",St. Clair County,Alabama,33.6530112,-86.3376761,39.695000144839284,46.998500072956084,32.39150021672249,0.1262633725414126,63.92000102996826,84.93249797821045,9.44678226243973
"Shelby County, Alabama",Shelby County,Alabama,33.3039292,-86.6611083,41.128250025212765,48.69049985408783,33.5660001963377,0.13992956304174708,65.08250045776367,84.95749855041504,9.14342739730835
"Sumter County, Alabama",Sumter County,Alabama,32.6155551,-88.24611829999998,43.648250062763694,50.76500012874604,36.53149999678135,0.19787484266626554,58.28999996185303,84.05000019073486,10.54155769688487
"Talladega County, Alabama",Talladega County,Alabama,33.4231716,-86.13446970000001,39.834499797225,47.38099965453148,32.28799993991852,0.10060079454437017,64.99249935150146,85.40749931335449,8.782531901510955
"Tallapoosa County, Alabama",Tallapoosa County,Alabama,32.9201244,-85.84862360000002,42.03050000965595,49.89650012552738,34.16449989378452,0.19517365051066782,67.90499877929688,85.94500064849854,8.462649133247734
"Tuscaloosa County, Alabama",Tuscaloosa County,Alabama,33.3227653,-87.460397,41.38024993240833,48.757999789714816,34.00250007510185,0.13660148372800332,61.8700008392334,84.5374984741211,10.302179932067395
"Walker County, Alabama",Walker County,Alabama,33.8563605,-87.30161319999998,39.364250004291534,46.337000167369844,32.391499841213225,0.11510940987294115,61.68499946594238,83.9524974822998,9.344852237649858
"Washington County, Alabama",Washington County,Alabama,31.3422346,-88.24611829999998,46.21774951666593,52.95199938416481,39.48349964916706,0.6708399705060825,59.4424991607666,84.12750053405762,13.588631947703362
"Wilcox County, Alabama",Wilcox County,Alabama,32.0105439,-87.3413599,44.54149984121322,51.65599984228611,37.42699984014034,0.2532928571926327,63.03999996185303,84.80999946594238,10.76711639843464
"Winston County, Alabama",Winston County,Alabama,34.169008700000006,-87.3413599,37.68124991953373,44.465000128746034,30.897499710321426,0.09719289193941853,61.26499938964844,83.76749992370605,9.884873461093306
"Aleutians East Borough, Alaska",Aleutians East Borough,Alaska,55.53880059999999,-161.8988535,,,,,,,
"Aleutians West Census Area, Alaska",Aleutians West Census Area,Alaska,52.323269700000004,-174.15960719999998,,,,,,,
"Anchorage Municipality, Alaska",Anchorage Municipality,Alaska,61.2180556,-149.90027780000003,,,,,,,
"Bethel Census Area, Alaska",Bethel Census Area,Alaska,61.09344600000001,-160.8640773,,,,,,,
"Bristol Bay Borough, Alaska",Bristol Bay Borough,Alaska,58.757850399999995,-156.7792687,,,,,,,
"Denali Borough, Alaska",Denali Borough,Alaska,63.825717299999994,-149.7317835,,,,,,,
"Dillingham Census Area, Alaska",Dillingham Census Area,Alaska,59.80677919999999,-157.7242585,,,,,,,
"Fairbanks North Star Borough, Alaska",Fairbanks North Star Borough,Alaska,64.95261020000001,-146.4744154,,,,,,,
"Haines Borough, Alaska",Haines Borough,Alaska,59.13922370000001,-135.0,22.655750043317674,29.624000086635352,15.6875,0.2387393414094223,76.80999946594238,96.09499931335449,11.331788011308909
"Hoonah-Angoon Census Area, Alaska",Hoonah-Angoon Census Area,Alaska,58.31765049999999,-136.03908959999998,,,,,,,
"Juneau City and Borough, Alaska",Juneau City and Borough,Alaska,58.301944400000004,-134.4197221,,,,,,,
"Kenai Peninsula Borough, Alaska",Kenai Peninsula Borough,Alaska,60.085848600000006,-151.382264,,,,,,,
"Ketchikan Gateway Borough, Alaska",Ketchikan Gateway Borough,Alaska,55.5103345,-131.389286,,,,,,,
"Kodiak Island Borough, Alaska",Kodiak Island Borough,Alaska,57.53693430000001,-153.2659352,,,,,,,
"Kusilvak Census Area, Alaska",Kusilvak Census Area,Alaska,62.1458336,-162.891919,,,,,,,
"Lake and Peninsula Borough, Alaska",Lake and Peninsula Borough,Alaska,58.045835600000004,-156.5982286,,,,,,,
"Matanuska-Susitna Borough, Alaska",Matanuska-Susitna Borough,Alaska,62.25993470000001,-150.17291530000003,,,,,,,
"Nome Census Area, Alaska",Nome Census Area,Alaska,64.8329974,-164.25660200000002,,,,,,,
"North Slope Borough, Alaska",North Slope Borough,Alaska,69.05787579999999,-152.8628274,,,,,,,
"Northwest Arctic Borough, Alaska",Northwest Arctic Borough,Alaska,67.28729809999999,-160.03426240000002,,,,,,,
"Petersburg Borough, Alaska",Petersburg Borough,Alaska,56.812426699999996,-132.9554472,,,,,,,
"Prince of Wales-Hyder Census Area, Alaska",Prince of Wales-Hyder Census Area,Alaska,55.32422439999999,-132.6044581,,,,,,,
"Sitka City and Borough, Alaska",Sitka City and Borough,Alaska,57.0530556,-135.33,,,,,,,
"Skagway Municipality, Alaska",Skagway Municipality,Alaska,59.45540250000001,-135.315279,,,,,,,
"Southeast Fairbanks Census Area, Alaska",Southeast Fairbanks Census Area,Alaska,63.960386899999996,-143.62969990000002,,,,,,,
"Valdez-Cordova Census Area, Alaska",Valdez-Cordova Census Area,Alaska,61.478770700000005,-144.1147195,,,,,,,
"Wrangell City and Borough, Alaska",Wrangell City and Borough,Alaska,56.470833299999995,-132.3766666,,,,,,,
"Yakutat City and Borough, Alaska",Yakutat City and Borough,Alaska,59.546987800000004,-139.72728080000002,,,,,,,
"Yukon-Koyukuk Census Area, Alaska",Yukon-Koyukuk Census Area,Alaska,65.8443666,-153.4302993,,,,,,,
"Apache County, Arizona",Apache County,Arizona,35.5313224,-109.3783206,27.378500303626062,41.19800013303757,13.559000474214553,0.05496544396783423,43.91499876976013,77.81499862670898,9.31783540496707
"Cochise County, Arizona",Cochise County,Arizona,31.82845799999999,-109.94968600000001,44.06000011684373,59.0495002746582,29.070499959029256,0.03726758356169453,31.240000009536743,79.85999965667725,12.135910054948331
"Coconino County, Arizona",Coconino County,Arizona,35.6647545,-111.47528510000001,30.71300007402897,42.82250008583069,18.603500062227248,0.05863926542086864,44.8050000667572,80.81499767303467,11.007843549900652
"Gila County, Arizona",Gila County,Arizona,33.6370567,-110.5215459,38.31575000844896,49.810999965667726,26.82050005123019,0.04999999572911601,40.42250084877014,76.32750034332275,8.994956333017349
"Graham County, Arizona",Graham County,Arizona,33.076805,-109.7591675,41.88649995923042,55.237999725341794,28.53500019311905,0.056917895012953156,35.71500015258789,77.85000038146973,11.404536624833346
"Greenlee County, Arizona",Greenlee County,Arizona,33.2405598,-109.28315309999999,36.07024951968342,49.13149943351746,23.008999605849382,0.04249999842305822,39.80250120162964,79.86000061035156,11.447507799656393
"La Paz County, Arizona",La Paz County,Arizona,34.0061091,-113.9536466,47.18524997532368,57.77149999141693,36.598999959230426,0.1129739103824135,34.84000015258789,67.53250026702881,11.586219760508538
"Maricopa County, Arizona",Maricopa County,Arizona,33.2917968,-112.42914640000002,49.04824999570847,59.800999879837036,38.2955001115799,0.05033317278689287,39.23750066757202,73.36749935150146,8.820282461322547
"Mohave County, Arizona",Mohave County,Arizona,35.2143346,-113.7632828,37.24925016053021,47.556500325351955,26.941999995708464,0.09486929872843225,36.86999988555908,71.80000019073486,13.656245678701401
"Navajo County, Arizona",Navajo County,Arizona,35.4019765,-110.1402594,30.177500137127936,43.8125,16.54250027425587,0.014999998718734801,41.56499981880188,77.28000164031982,10.22488736350298
"Pima County, Arizona",Pima County,Arizona,32.057499,-111.66607250000001,49.57925007604062,60.69200010299683,38.46650004908442,0.050013952954547615,32.415000438690186,74.6299991607666,9.398426340895892
"Pinal County, Arizona",Pinal County,Arizona,32.816206099999995,-111.28450249999999,49.318249966204164,61.02049989700318,37.61600003540516,0.21124999354204796,36.067500591278076,73.96250057220459,8.688174835124016
"Santa Cruz County, Arizona",Santa Cruz County,Arizona,31.598612699999997,-110.8076084,46.24474967867136,59.404999399185186,33.08449995815754,0.01883278740203287,29.612499713897705,77.80750179290771,10.96885660232246
"Yavapai County, Arizona",Yavapai County,Arizona,34.646398100000006,-112.42914640000002,35.56624982850626,46.237999639846386,24.894500017166138,0.04993913445885726,44.557499170303345,78.97000026702881,9.143842459868193
"Yuma County, Arizona",Yuma County,Arizona,32.6527533,-113.9536466,51.17000001072884,61.29500017166138,41.0449998497963,0.12136669550824354,30.242500066757202,66.54749965667725,10.258454764704705
"Arkansas County, Arkansas",Arkansas County,Arkansas,34.235413799999996,-91.2891036,34.94074998497963,39.39350003004074,30.487999939918517,0.0,63.0550012588501,84.0825023651123,11.210848541274071
"Ashley County, Arkansas",Ashley County,Arkansas,33.156593900000004,-91.75388170000001,38.36975006759167,44.001500034332274,32.73800010085106,0.06144357947852668,60.452500343322754,84.2375020980835,10.520753502731324
"Baxter County, Arkansas",Baxter County,Arkansas,36.3261815,-92.3813621,28.1142499640584,34.56050002574921,21.66799990236759,0.040900655618802774,50.14750003814697,83.67000007629395,5.407987024173737
"Benton County, Arkansas",Benton County,Arkansas,36.266151799999996,-94.47997600000001,28.057999897003175,36.396500205993654,19.719499588012695,0.0,52.46250057220459,85.7450008392334,7.284291259139777
"Boone County, Arkansas",Boone County,Arkansas,36.311866200000004,-93.0175712,26.68549990169704,33.24199985489249,20.128999948501587,0.0034266722014569865,51.484999656677246,86.04249954223633,6.759703649655581
"Bradley County, Arkansas",Bradley County,Arkansas,33.5081368,-92.2236667,36.70025021135807,42.13400042057037,31.26650000214577,0.03280409677760808,58.94250011444092,83.10500049591064,9.635670660156013
"Calhoun County, Arkansas",Calhoun County,Arkansas,33.5020885,-92.539603,36.770000118017194,42.314000248909,31.225999987125398,0.019133273424126032,57.59000015258789,82.95750141143799,8.69806553726077
"Carroll County, Arkansas",Carroll County,Arkansas,36.2987495,-93.5003454,27.259249793738128,34.267999942600724,20.250499644875525,0.0,52.394999504089355,86.64749908447266,6.8917624763369565
"Chicot County, Arkansas",Chicot County,Arkansas,33.34195510000001,-91.2891036,37.93549991846085,43.10599992275238,32.76499991416931,0.05958014585840421,61.579999923706055,84.13749885559082,11.929367965239287
"Clark County, Arkansas",Clark County,Arkansas,34.0232374,-93.1779659,35.72150001823902,41.15299996137619,30.29000007510185,0.01278323334033095,58.30000019073486,83.11250019073486,7.169753459097148
"Clay County, Arkansas",Clay County,Arkansas,36.3492244,-90.3748354,29.279749881848694,33.70549992248416,24.853999841213227,0.04976168392211434,55.547499656677246,84.67500114440918,8.831077421178819
"Cleburne County, Arkansas",Cleburne County,Arkansas,35.4605769,-92.0665197,30.427250105142594,35.663000154495236,25.191500055789948,0.0,54.76000118255615,83.12249946594238,7.2387959759581095
"Cleveland County, Arkansas",Cleveland County,Arkansas,33.86580070000001,-92.2236667,35.818249778449534,40.9504997253418,30.685999831557275,0.0323483922819453,58.852500915527344,82.66499996185303,9.455544042413235
"Columbia County, Arkansas",Columbia County,Arkansas,33.1285176,-93.1779659,37.94674997478724,43.51549990773201,32.37800004184246,0.055048798951577015,57.43999910354614,83.20000076293945,9.069821192269325
"Conway County, Arkansas",Conway County,Arkansas,35.2727492,-92.69838680000001,31.939250057935716,37.71499991416931,26.163500201702117,0.0,53.55250120162964,83.45499992370605,6.169454289859534
"Craighead County, Arkansas",Craighead County,Arkansas,35.8260959,-90.6773046,30.805249945819376,34.78999983370304,26.820500057935714,0.06665001703998236,59.25999927520752,84.70500183105469,9.19239624612093
"Crawford County, Arkansas",Crawford County,Arkansas,35.5762761,-94.315422,31.905500009655952,39.31700010299683,24.49399991631508,0.0024672354182859106,54.06750011444092,85.29999923706055,7.818725304532052
"Crittenden County, Arkansas",Crittenden County,Arkansas,35.302144299999995,-90.3748354,32.61199995949865,36.900500047206876,28.32349987179041,0.0836707475617176,63.277499198913574,86.67499923706055,10.00834257276535
"Cross County, Arkansas",Cross County,Arkansas,35.29989129999999,-90.8294002,32.137249962985514,36.06799976825714,28.20650015771389,0.054037922949302854,62.53750038146973,85.27000045776367,9.790235397486688
"Dallas County, Arkansas",Dallas County,Arkansas,34.0346533,-92.69838680000001,35.46500014215708,40.820000278949735,30.11000000536442,0.02035856422946209,57.60500144958496,82.6525011062622,7.685725687159301
"Desha County, Arkansas",Desha County,Arkansas,33.8773585,-91.443469,35.96899991631508,40.69400007724762,31.24399975538254,0.028789371956051805,62.177499771118164,83.60250091552734,10.911143240032196
"Drew County, Arkansas",Drew County,Arkansas,33.5156463,-91.75388170000001,36.610249707102774,41.80099977254868,31.419499641656877,0.020928277274755044,60.9375,83.4474983215332,10.118760280240775
"Faulkner County, Arkansas",Faulkner County,Arkansas,35.1035858,-92.3813621,32.55350008904934,38.08399999141693,27.02300018668175,0.007832584183985794,54.57500076293945,83.03499794006348,7.1433129207122334
"Franklin County, Arkansas",Franklin County,Arkansas,35.5927966,-93.82482409999999,29.250499980151652,36.18950008153915,22.311499878764153,0.005905512045687578,54.66249942779541,85.88250160217285,6.884818945039511
"Fulton County, Arkansas",Fulton County,Arkansas,36.3797374,-91.7928402,27.974750137329103,34.061000019311905,21.888500255346298,0.0,50.807499408721924,82.58499908447266,6.946489668173791
"Garland County, Arkansas",Garland County,Arkansas,34.5559285,-93.1779659,34.27925003916025,39.96499991416931,28.59350016415119,0.0,57.0575008392334,83.35750007629395,6.302352574901581
"Grant County, Arkansas",Grant County,Arkansas,34.2628015,-92.4208713,34.785500052571294,40.06400014162064,29.506999963521956,0.010977621578912097,57.375,82.56750011444092,8.46929673413992
"Greene County, Arkansas",Greene County,Arkansas,36.13149310000001,-90.563609,29.88499995842576,34.09249994903803,25.677499967813493,0.03310761348469051,57.1225004196167,84.71249961853027,9.293994040864707
"Hempstead County, Arkansas",Hempstead County,Arkansas,33.6530112,-93.6623239,36.632750087976454,41.88200033903122,31.383499836921693,0.007081805017050796,59.78750038146973,83.80250072479248,7.866198168146611
"Hot Spring County, Arkansas",Hot Spring County,Arkansas,34.3393795,-92.9775558,34.08575004935265,39.60050004720688,28.571000051498412,0.0029643874351433885,57.33250045776367,83.04749965667725,6.897386154026986
"Howard County, Arkansas",Howard County,Arkansas,34.1318213,-94.028678,35.87225006222725,41.70650018453598,30.037999939918517,7.416914569169988e-05,59.815001487731934,85.02250099182129,6.473292750205994
"Independence County, Arkansas",Independence County,Arkansas,35.8174139,-91.5983959,30.557750087976455,35.43350021243096,25.681999963521957,0.0065889696436604184,54.84249973297119,82.47500038146973,6.180595512956382
"Izard County, Arkansas",Izard County,Arkansas,36.1610924,-91.9099238,28.404500102996828,34.124000227451326,22.68499997854233,0.0,52.04249954223633,82.79000091552734,6.743193813011647
"Jackson County, Arkansas",Jackson County,Arkansas,35.647957399999996,-91.135302,31.183250081539153,35.226500087976454,27.140000075101852,0.01219158097514956,58.82499980926514,83.48999977111816,10.438399117584229
"Jefferson County, Arkansas",Jefferson County,Arkansas,34.227351,-91.9099238,34.70224987715483,39.39349992275238,30.010999831557275,0.011908068196980034,59.94000053405762,82.77750015258789,11.409564308420421
"Johnson County, Arkansas",Johnson County,Arkansas,35.602627500000004,-93.5003454,28.811749808490276,35.428999707102776,22.194499909877777,0.0022145668704678695,54.42000102996826,85.71249961853027,6.520343084667921
"Lafayette County, Arkansas",Lafayette County,Arkansas,33.2511695,-93.6217802,37.53949981331825,42.718999969959256,32.359999656677246,0.0202353914656977,59.52999973297119,83.66499996185303,8.292596349163055
"Lawrence County, Arkansas",Lawrence County,Arkansas,35.996973499999996,-91.135302,30.346250034868717,34.78099989593029,25.911500173807145,0.017857924690396768,56.302499771118164,83.18999862670898,8.94006567613125
"Lee County, Arkansas",Lee County,Arkansas,34.7712669,-90.8294002,33.56374994367361,37.78249995708465,29.344999930262567,0.005014569743345749,64.90000057220459,85.8700008392334,10.494762026569845
"Lincoln County, Arkansas",Lincoln County,Arkansas,33.9185116,-91.714958,35.505499821901324,40.23049976825714,30.7804998755455,0.05098670251726166,61.172499656677246,83.09250068664551,10.619709856944086
"Little River County, Arkansas",Little River County,Arkansas,60.907072,-135.681783,,,,,,,
"Logan County, Arkansas",Logan County,Arkansas,35.2475011,-93.6623239,31.102250105142595,37.5485002875328,24.65599992275238,0.0,55.579999923706055,85.0049991607666,6.432297822495699
"Lonoke County, Arkansas",Lonoke County,Arkansas,34.75916470000001,-91.9099238,33.2959999140352,38.12449995279312,28.46749987527728,0.01046185887704684,58.260000228881836,82.93000221252441,8.962356255577804
"Madison County, Arkansas",Madison County,Arkansas,35.9466415,-93.6623239,27.304249935224654,34.23649996593595,20.37199990451336,0.0,53.85000038146973,86.48999977111816,6.80071897716403
"Marion County, Arkansas",Marion County,Arkansas,36.319470200000005,-92.69838680000001,27.23675011359155,33.76400007456541,20.709500152617693,0.029288156060721934,50.609999656677246,84.89500045776367,5.810951570386887
"Miller County, Arkansas",Miller County,Arkansas,33.333555600000004,-93.8655303,37.105250113457444,42.18350015878677,32.02700006812811,0.010307754470607429,60.75,84.35499954223633,8.5063191678226
"Mississippi County, Arkansas",Mississippi County,Arkansas,35.8279728,-90.0746767,31.475750084221364,35.74850012660026,27.20300004184246,0.10722918773260642,60.197500228881836,86.14249992370605,10.08746098993063
